id	name	industries	founded_date	num_employees	website	about
woowho	itechbook	Dating, Social, Social Network	2012-01-01	1-10	https://itechbook.co/	Online Dating for Busy People
burkwald-associates	Burkwald & Associates	Consulting, Employee Benefits, Insurance, Management Consulting	1978-01-01	11-50	https://burkwald.com	Burkwald & Associates is a management and employee benefits consulting firm.
merkland-tank	Merkland Tank	Commercial, Service Industry	2005-01-01	11-50	https://www.merklandtank.co.uk/	Merkland Tank provides a range of engineering services associated with tanks and vessels.
fdasmart	FDASmart	Education, Pharmaceutical, Professional Services	1994-01-01	101-250	http://fdasmart.com/	FDASmart is a Pharmaceutical Industry that specializes in services all designed train and guide pharmaceutical companies.
red-legion-health-care	Red Legion Health	Health Care, Software	2010-03-04	51-100	NULL	Health care consulting
incentive-services-inc	Incentive Services Inc.	Information Technology	1981-08-24	101-250	http://incentiveservices.com	entire z Services is a program development company providing service award programs and recognition systems.
leapfrog-investments-llc	LeapFrog Investments	Finance, Financial Services, FinTech	2007-01-01	51-100	http://www.leapfroginvest.com/	LeapFrog Investments is a private equity firm specializing in growth-stage and expansion investments.
epoxy	Epoxy	Digital Media, Social Media, Software, Video	2012-01-01	11-50	http://epoxy.tv	Epoxy builds tools to help YouTubers and networks optimize their business and deepen the relationship with their audience.
quanergy-solutions	Quanergy Solutions	3D Technology, Electronics, Internet of Things, Physical Security, Sensor, Smart Cities	2023-02-03	11-50	https://quanergy.com/	Provider of 3D LiDAR computer vision solutions to enable automation of physical security and smart spaces applications
paysafe	Paysafe	Financial Services, FinTech, Mobile Payments, Risk Management	1996-01-01	1001-5000	https://www.paysafe.com	Paysafe is a global payments provider offering a range of payments solutions for businesses and consumers.
the-white-house	The White House	Association, Government, Residential, Social Assistance	1789-04-30	1001-5000	https://www.whitehouse.gov/	The White House is the official residence and principal workplace of the President of the United States.
purecycle-technologies	PureCycle Technologies	Chemical Engineering, Recycling, Waste Management	2015-01-01	101-250	https://purecycle.com	PureCycle Technologies offers the only recycled polypropylene with properties equal to virgin polymer.
bankmobile	BM Technologies	Apps, Banking, Credit Cards, Financial Services, FinTech	2015-01-01	251-500	https://www.bmtx.com	BM Technologies is a digital banking company that provides personal and commercial banking services through an online platform.
h2-equity-partners	H2 Equity Partners	Finance	1991-01-01	11-50	http://www.h2ep.com/	H2 Equity Partners is a Western European hands-on investment firm with offices in Amsterdam and London.
despegar	Despegar	Hospitality, Leisure, Reservations, Travel	1999-01-01	1001-5000	https://www.despegar.com.ar/	Despegar is an online B2C travel agency enabling people to research travel plans, book transportation, and book accommodations.
codenamedjango	CodenameDjango	Blockchain, Cyber Security, Financial Services, Information Technology, Security	2018-01-01	NULL	http://codenamedjango.com	Secure Crypto custody
flystro	Flystro	Construction, Drones, Events, Marketplace, Real Estate, Robotics	2015-05-01	1-10	http://flystro.com/	Flystro is an online marketplace connecting businesses to drone pilots for aerial filming services
the-tifin-group	TIFIN	Artificial Intelligence (AI), Financial Services, FinTech	2018-01-01	251-500	https://tifin.com	TIFIN is an AI platform that develops fintech solutions focused on tailoring investment experiences to individual needs.
susquehanna-growth-equity	Susquehanna Growth Equity	Enterprise Software, Finance, Financial Services, FinTech, Venture Capital	2006-06-01	11-50	http://www.sgep.com	Susquehanna Growth Equity invests in growth stage technology companies in the software, information services, and internet.
goowi	Goowi	Brand Marketing, Cause Marketing, Crowdfunding, Loyalty Programs, Social Media Marketing	2016-01-01	1-10	https://www.goowi.com/	Goowi is a brand-based philanthropy platform that aims to enable businesses to integrate philanthropy into their operations.
lydia	Lydia	Apps, E-Commerce, Financial Services, FinTech, Mobile Payments, Payments	2013-01-01	101-250	https://lydia-app.com	Lydia is a banking application to send and receive payments using the application.
duolingo	Duolingo	E-Learning, Education, Language Learning, Mobile Apps	2011-01-01	501-1000	https://www.duolingo.com	Duolingo is a language-learning education platform that offers 98 total courses across nearly 40 distinct languages.
global-talent	GT	Information and Communications Technology (ICT), Information Technology, Product Management	2019-01-01	101-250	https://gt-hq.com	GT helps high-growth companies deal with tech talent shortages by opening and managing development hubs.
orchestra-c607	Orchestra	Advertising, Consulting, Digital Media	2013-02-22	11-50	http://www.orchestra.dk	Orchestra is a media agency that optimizes brand building with marketing strategies and also specializes in consulting.
sanity-065b	Sanity	Apps, Health Care, Mobile Apps, Wellness	NULL	1-10	https://sanity-salute.it	Sanity is an app platform for health, wellness, and training.
sanity-e501	Sanity	Music, Retail	1992-01-01	1001-5000	https://www.sanity.com.au/	Sanity Entertainment is Australia's leading Retailer of Movies, TV Shows, Blu Ray, Gaming, Music, Books, Pop Vinyl and Official Merchandise.
burand-and-associate	Burand and Associate	Consulting, Financial Services, Insurance	1992-01-01	11-50	https://www.burand-associates.com/	Burand and Associate is a consultancy firm that provides consulting services for the property and casualty insurance industry.
tulett-matthews-associates	Tulett, Matthews & Associates	Financial Services, Wealth Management	1995-01-01	1-10	https://www.tma-invest.com	Tulett, Matthews & Associates is a financial services company located in Kirkland.
terrain-pharmaceuticals	Terrain Pharmaceuticals	Manufacturing, Medical Device, Pharmaceutical	2012-01-01	11-50	https://www.terrainrx.com	Terrain Pharmaceuticals is a manufacturer of pharmaceutical products for physicians and pharmacies.
terrace-pharmaceuticals	Terrace Pharmaceuticals	Health Care, Marketing, Pharmaceutical, Retail	2007-01-01	101-250	https://www.terracepharma.com	Terrace Pharmaceuticals develops, produces, and distributes a variety of pharmaceutical products.
archer-well-company	Archer Well Company	Energy, Oil and Gas	2008-01-01	5001-10000	https://www.archerwell.com	Archer Well Company is a global oil services company with a heritage that stretches.
xenon-labs	Xenon Labs	Blockchain, E-Commerce, Information Technology	2018-01-01	11-50	https://xenonlabs.io	Xenon Labs is an IT company that provides NFT, polygon NFT, and blockchain services.
reserved-ai	Archera	Information Services, Information Technology, Internet, Software, Software Engineering	2019-01-01	11-50	https://archera.ai/	Archera provides a cloud cost optimization solution for companies to save time and money on their cloud costs, without any risk.
delphi-technology-corp	Illumia Labs	Aerospace, Air Transportation, Corporate Training, EdTech, Education, Training	2020-04-10	11-50	https://www.illumialabs.ai	Illumia Labs provides immersive aviation training with the integration of Virtual, Augmented and Mixed reality.
tremendousness	Tremendousness	Animation, Content, Graphic Design	2013-01-01	11-50	https://www.tremendo.us	Tremendousness offers animation, infographics, framework, live sketching, data visualization and virtual collaboration services.
tulip-retail	Tulip Retail	E-Commerce, Mobile, Mobile Apps, Retail, Retail Technology, Software	2013-04-01	101-250	https://www.tulip.com	Tulip Retail is a mobile app platform built exclusively for next generation store associates to offer a world-class omnichannel experience.
fibi-holding	FIBI Holding	Banking, Information Technology, Logistics	1972-01-01	1001-5000	http://www.fibi.co.il	Benleumi specializes in providing general and premium banking services to large and mid-sized business customers, as well as to households
securekey-technologies	SecureKey Technologies	Cyber Security, Information Technology, Security, Service Industry	2008-01-01	51-100	http://www.securekey.com	SecureKey is the identity and authentication service provider that gives consumers secure and convenient access to critical online services.
israel-export-institute	Israel Export Institute	Business Development, Government, Non Profit	1958-01-01	51-100	http://www.export.gov.il	Israel Export & International Institute is primary organization facilitating trade opportunities, joint ventures, and strategic alliances.
scribd	Scribd	Audiobooks, Books, EBooks, File Sharing, News, Podcast, Publishing	2007-03-01	251-500	http://www.scribd.com	Scribd is an unlimited reading subscription that offers access to books, audiobooks, magazine articles, documents and more.
etorox	eToroX	Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech, Trading Platform	2018-01-01	11-50	https://www.etorox.com	ETorox is a secure and regulated platform that empowers people with Blockchain technology.
simplicity-1ce6	Simplicity	Apps, Information Technology, Internet of Things, Operating Systems, SaaS, Smart Cities	2020-07-01	1-10	https://www.onesimplicity.com	Simplicity specializes in providing a smart-city communication platform for municipalities and their resident.
equium-club	Equium.club	NULL	NULL	NULL	NULL	Equium is the creation of a cohesive community of high-impact entrepreneurs globally.
planck-re	Planck	Artificial Intelligence (AI), Big Data, Commercial Insurance, Data Mining, InsurTech	2016-01-01	51-100	http://planckdata.com	Planck is an AI platform designed for commercial insurance that offers solutions for submission validation and underwriting recommendations.
11-dollar-bill	11 Dollar Bill	Broadcasting, Creative Agency, Media and Entertainment, Video Editing	2013-01-01	11-50	https://11dollarbill.com	11 Dollar Bill is a production studio that offers creative design and editorial services.
luxembourg-private-equity-and-venture-capital-association	Luxembourg Private Equity and Venture Capital Association	Financial Services, Non Profit, Venture Capital	2010-01-01	1-10	https://www.lpea.lu	Luxembourg Private Equity and Venture Capital Association is a discussion and development of the investment framework.
wealth-trust-securities	Wealth Trust Securities	Finance, Financial Services, Security	2012-01-01	NULL	http://www.wealthtrust.lk/en/	WTS is a primary dealer appointed by the Central Bank of Sri Lanka that acts as a specialized intermediary in the securities market.
soundcloud	SoundCloud	Apps, Audio, Audio Recording and Production, Independent Music, Music, Music Streaming	2007-01-01	251-500	http://www.soundcloud.com	SoundCloud is a social sound platform where anyone can create and share sounds.
the-good-face-project	The Good Face Project	Artificial Intelligence (AI), B2B, Beauty, Cosmetics, Machine Learning, Retail Technology, Software	2018-01-01	11-50	https://thegoodfaceproject.com/	Innovation platform for the next generation of beauty, enabling transparent, sustainable, compliant and competitive product development.
realized-holdings	Realized	Commercial Real Estate, Consulting, Crowdfunding, Financial Services, FinTech, Property Development, Real Estate, Real Estate Investment	2015-01-01	11-50	http://realized1031.com	Realized FinTech platform enables aging HNW families to tax-efficiently convert legacy real estate into passive income investments.
hufsy	Hufsy	Financial Services, FinTech, Small and Medium Businesses	2015-12-15	1-10	http://hufsy.com	Hufsy offers a bank account customised for startups. It helps you with all your finances, so you can do more business and less banking.
zoog	Zoog	Apps, Augmented Reality, Digital Entertainment, E-Learning, Education, Software	2020-01-01	11-50	https://www.getzoog.com/	Zoog is leveraging AR to bring families closer together through storytelling
pitchbook-data	PitchBook	Analytics, Finance, Venture Capital	2007-01-01	1001-5000	http://www.pitchbook.com	PitchBook provides comprehensive M&A, private equity, and venture capital data, as well as daily industry news and analysis.
gpass	Gpass	Security, Software	2000-01-01	1-10	https://gpass.io	Gpass is from SplashData, a Silicon Valley-based company with a strong track record of delivering password management solutions.
burand-associates	Burand & Associates	Consulting, Management Consulting, Wealth Management	1992-01-01	NULL	http://theagencyforum.net	Burand & Associates is a consultancy that provides mergers, acquisitions, wealth, and management consulting services.
creatorial-ai	Creatorial.ai	Advertising, Information Technology, Software	2023-04-20	1-10	https://creatorial.ai/	Creatorial.ai provides a seamless and budget-friendly solution for user-generated content and on-demand creators.
closet-factory	Closet Factory	Home Decor, Interior Design	1983-01-01	501-1000	https://www.closetfactory.com/	Closet Factory designs and installs custom closets.
vlinder-ca73	vlinder	Blockchain, FinTech, Information Technology, InsurTech, Software	2018-01-01	11-50	https://vlinder.io/	Blockchain, Provenance, Decentralized ID, SaaS, Platform, Digital Twin, NFT, Ethereum, Polygon, LACChain
inclin-inc	InClin, Inc	Consulting, Health Care, Pharmaceutical	1998-01-01	101-250	http://inclin.com	lin is a pharmaceuticals company that provides strategic consulting and medical writing services
inc-3	INC	Association, Food and Beverage, Food Processing, Fruit, Non Profit	1983-01-01	1-10	http://www.nutfruit.org/	International Nut and Dried Fruit Council
cearacom	Cearacom	Computer, Information Technology, Rental	2002-01-01	11-50	https://www.cearacom.com.br	Cearacom provides technology rentals including notebooks, printers, scanners, and computers, along with IT and Informatics services.
banjo-health	Banjo Health	Artificial Intelligence (AI), Health Care, Information Technology	2019-05-01	11-50	http://www.banjohealth.com	Banjo Health provides a prior authorization decision support platform for health plans and pharmacy benefit managers.
national-economic-and-development-authority	National Economic and Development Authority	Finance, Social	1935-12-23	501-1000	https://neda.gov.ph	National Economic and Development Authority is a development and planning agency that focuses on financial literacy, and investment program.
neufund	Neufund	Bitcoin, Blockchain, Cryptocurrency, Finance, Financial Services, FinTech	2016-09-01	11-50	http://neufund.org/	Neufund is a fintech startup that connects innovative companies seeking capital with progressive investors.
taiger	TAIGER	Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning, Semantic Search	2009-01-01	51-100	http://www.taiger.com/	Developer of applied artificial intelligence platform to automate complex cognitive tasks
arc-health-090c	ARC Health	Health Care, Health Diagnostics, Mental Health, Wellness	2021-01-01	501-1000	https://archealthpartners.com	ARC Health is a premier group of mental healthcare company.
sneaky-panda	Sneaky Panda	Gaming, Mobile Apps, Online Games	2022-01-01	11-50	https://www.sneaky-panda.com	Sneaky Panda is a mobile game development company.
infinigrow	InfiniGrow	Analytics, Artificial Intelligence (AI), Big Data, Marketing, SaaS, Software	2018-01-01	11-50	https://infinigrow.com	InfiniGrow is an AI-driven Revenue Marketing platform that makes B2B marketing measurable, predictable, and revenue-driven
hvf-labs	HVF Labs	InsurTech	2002-01-01	1-10	http://www.hvflabs.com	HVF Labs is a company creation lab, founded by Max Levchin. We build companies with the teams that will operate them.
susi-partners	SUSI Partners	Energy, Financial Services, Renewable Energy	2009-01-01	51-100	https://www.susi-partners.com/	SUSI Partners is a Swiss fund manager specialised in sustainable energy infrastructure investments.
lrng	LRNG	EdTech, Education, Non Profit	2015-10-06	11-50	https://www.lrng.org/	LRNG redesigns learning for the connected age so that all youth have an opportunity to succeed.
memoryweb-llc	MemoryWeb, LLC	Archiving Service, Cloud Storage, Collaboration, Digital Media, Family, File Sharing, Photo Editing, Photo Sharing	2013-01-01	1-10	http://www.memoryweb.me	The photo organizer for family historians. Keep details with photos forever.
attentive	Attentive	Email Marketing, Marketing Automation, Messaging, Mobile, Personalization	2016-01-01	1001-5000	https://attentive.com	Attentive is a personalized mobile messaging platform that facilitates businesses with AI powered SMS and e-mail marketing solutions.
levvel	Levvel	Consulting, DevOps, Information Technology, Management Consulting	2013-01-01	101-250	http://levvel.io/	Levvel is an IT consulting firm that offers technical implementation services and strategic advisory services.
tzero	tZERO	Blockchain, Financial Services, FinTech	2014-01-01	51-100	https://www.tzero.com	tZERO is a financial technology company providing transformative market-based solutions for companies, retail, and investors.
cheq	CHEQ	Analytics, Cyber Security, Digital Marketing, Fraud Detection, Information Technology, Internet	2016-01-01	251-500	https://www.cheq.ai	As the global leader in Go-To-Market Security, 15,000+ brands trust CHEQ for protection from automated and human-driven digital threats.
shiptimize	Shiptimize	Developer APIs, E-Commerce, Logistics, Shipping, Software	2017-09-01	11-50	http://www.shiptimize.me	The Digital Delivery Management Solution that automates the shipping process so online stores can spend more time growing their businesses.
birthday-alarm	Birthday Alarm	Events, Flowers, Gaming	2001-01-01	11-50	http://www.birthdayalarm.com	Birthday Alarm is an online reminder tool that reminds individuals of birthdays, and offers an assortment of e-cards to choose from.
coing-c24c	With (Coing)	FinTech, GovTech, SaaS, Software	2020-03-16	11-50	https://www.bewith.io/	White-label OS helps city managers rebuilding a sense of place, reach their communities where they are and increasing community resilience
gauge	Gauge	Asset Management, Fleet Management, Information Technology	2009-01-01	11-50	https://gaugesmart.com/	Gauge is a provider of secure telematics solutions.
powerset	Powerset	Internet, Natural Language Processing, Search Engine	2005-09-01	51-100	http://powerset.com	Powerset is a search engine focused on in-depth natural language processing.
orchestra-2	Orchestra	Leisure, Travel	2000-01-01	51-100	http://orchestra.eu	Orchestra is an online platform dedicated to the travel industry.
heritage-type	Kittl	Content Creators, Graphic Design, Photo Editing, Software	2020-01-01	51-100	https://www.kittl.com	Kittl is a design platform that allows creatives to create personal and commercial designs.
kittle-real-estate	Kittle Real Estate	Property Management, Real Estate, Retail	2005-01-01	11-50	https://www.kittlerealestate.com	Kittle Real Estate assists in the purchase and sale of homes.
gt-lifting	GT Lifting	Automotive, Customer Service, Sales	NULL	51-100	https://www.gtlift.co.uk	GT Lifting offers roto and heavy lift telehandlers sales services.
close	Close	Social Media, Social Network	2013-01-01	11-50	NULL	Close is startup developing a new social network for building relationships.
orchestra-0994	Orchestra	Internet of Things	NULL	NULL	http://www.orchestraweb.com/	Orchestra is an IoT platform for CLOUD-based on-demand services for equipped vehicles and mobile operating machines.
endigit	Endigit	Data Mining, Embedded Systems, Software, Test and Measurement	2011-01-01	11-50	https://www.endigit.com/	Endigit specializes in LabVIEW software development, data acquisition, automated testing and embedded control systems.
archera	Archera	Advertising, Brand Marketing, Digital Marketing	2021-01-01	11-50	https://www.archeragroup.com	Archera is a marketing agency that implements the tools and creates the brand.
arbor-fintech	Arbor Fintech	Apps, Financial Services, FinTech, Personal Finance, Wealth Management	2017-02-01	1-10	https://www.arborfintech.com	Arbor is a 360 degree financial wellness platform helping users to save, invest and cut debt through
vestlo-llc	VestLo LLC.	Consulting, Crowdfunding	2015-12-01	1-10	http://www.VestLo.com	The Illinois Investment Crowdfunding Portal
optimus-outcome	Opya	Health Care, mHealth, Wellness	2015-12-01	51-100	http://www.opyacare.com	Opya transforms autism care by successfully connecting treatment with technology.
madskil-gaming	Madskil Gaming	Gaming, Internet, Online Games, Video Games	2019-01-01	1-10	http://www.madskil.com	Madskil develops a live video game social betting platform.
headset	Headset	Analytics, Big Data, Business Intelligence, Cannabis, Market Research	2015-01-01	51-100	http://headset.io/	Headset is a data-driven tech company that provides a business intelligence platform for the cannabis industry.
jitbase	JITbase	Industrial Automation, Industrial Manufacturing, Information Technology, Internet of Things, Manufacturing, Software	2016-01-01	11-50	https://jitbase.com	JITbase offers smart manufacturing software for industrial automation.
atlantic-food-lab	FoodLabs	Health Care, Nutrition, Sustainability, Venture Capital	2016-01-01	11-50	http://foodlabs.com/	FoodLabs is a venture studio and investor for startups that shape the future of nutrition, sustainability and health.
tandym	Tandym	FinTech, Loyalty Programs, Payments	2021-09-01	11-50	http://www.bytandym.com/	Tandym is a first-to-market private-label credit card company.
progreso-financiero	Oportun	Consumer Lending, Debit Cards, Financial Services, FinTech	2005-06-01	1001-5000	https://oportun.com	Oportun is a digital banking platform that offers personal loans and financial services to people with limited credit history.
pano-e50a	Pano	Artificial Intelligence (AI), Hardware, Public Safety, Software	2019-01-01	11-50	https://www.pano.ai	Pano uses deep learning AI and computer vision to automatically detect, verify and classify wildfire events in real time.
sweetbridge-inc	Sweetbridge, Inc.	Blockchain, FinTech	2016-11-09	11-50	http://www.sweetbridge.com	A distributed-era blockchain economy for connecting extended value chains with asset liquidity.
akur8	Akur8	Financial Services, FinTech, Insurance, InsurTech, Machine Learning, SaaS	2019-07-01	101-250	http://www.akur8.com	Akur8 offers a machine learning-powered insurance pricing and reserving platform for insurers.
jobeek	futury	Analytics, Big Data, EdTech, Recruiting	2016-05-01	1-10	http://www.futury.io	We enable engineers to make insightful career decisions through data analytics at scale.
windeln-de	Windeln.de	Child Care, E-Commerce, Shopping	2010-01-01	101-250	http://www.windeln.de	Windeln.de is an online shopping site based in Germany specializing in baby products.
consensys-mesh	ConsenSys Mesh	Blockchain, Cryptocurrency, Financial Services, Venture Capital, Web3	2015-01-01	51-100	https://www.mesh.xyz/	ConsenSys Mesh is a software development firm that offers blockchain technology solutions.
tressenoire	TresseNoire	Beauty, Cosmetics, Lifestyle, Personal Health, Small and Medium Businesses	2014-01-01	1-10	http://www.tressenoire.com/	A virtual multicultural beauty coach that personalizes each users’ beauty regimen of products & services!
infinity-equity	Infinity Equity	Finance, Financial Services	1993-01-01	101-250	http://www.infinity-equity.com/	Infinity Equity provides a platform for fund management.
pollyex	Polly	Big Data, Computer, Enterprise Software, Financial Services, FinTech	2019-01-01	101-250	https://www.polly.io	Polly is a revolutionary, end-to-end capital markets ecosystem that lenders trust to optimize performance and maximize profitability.
savii-care	Savii Inc.	Apps, Elder Care, Health Care, Information Technology, Software	2014-04-01	1-10	https://www.saviicare.com/	Collaborate, Communicate, and Coordinate Care with Savii Care workflow management platform for Private Duty Home Care Companies
orca-biosystem	Orca Bio	Health Care, Medical, Pharmaceutical	2016-01-01	101-250	http://www.orcabio.com	Orca Bio is a clinical-stage cell therapy company dedicated to delivering curative medicine to patients.
ewally	Ewally	Embedded Software, Financial Services, FinTech	2013-01-01	101-250	https://ewally.com.br	Embedded Finance, Payments, BaaS
datanomic	Datanomic	Big Data, Data Management, Enterprise Software, Risk Management, Software, Web Apps	2001-01-01	10001+	http://www.datanomic.com	Datanomic provides enterprise data management and compliance screening software solutions.
alooma	Alooma	Big Data, Enterprise Software, Information Technology, Infrastructure, SaaS, Software	2013-01-01	11-50	http://www.alooma.com	Alooma is a real-time data pipeline as a service that allows the integration of any data source like databases, applications, and any API.
kittleman	Kittleman	Human Resources, Management Consulting, Recruiting	1963-01-01	1-10	https://www.kittlemansearch.com	Kittleman serve nonprofit organizations and public charities with management consulting and recruitment services.
sanity-solutions-1c3f	Sanity Solutions	Information Technology, Software	2014-04-09	1-10	https://www.sanitysoln.com	Software Development Agency in Hong Kong
creatoriq	CreatorIQ	Advertising Platforms, Brand Marketing, Enterprise Software, SaaS, Social Media Marketing	2014-01-01	101-250	https://www.creatoriq.com	CreatorIQ is a software to unify and power advanced influencer marketing.
creatorii-deimagine	Creatorii DeImagine	Advertising, Outdoor Advertising, Printing, Professional Services	NULL	NULL	http://www.creatoriideimagine.ro/	Creatorii DeImagine is an advertising and printing service that specializes in volumetric letters, light boxes, and web development.
kittle-property-group	Kittle Property Group	Construction, Property Development, Real Estate	1948-01-01	251-500	https://kittleproperties.com	Kittle Property Group engages in the development and management of apartment complexes and self-storage centers.
close-io	Close	CRM, Database, Email, SaaS, Sales, Sales Automation, Sales Enablement, Small and Medium Businesses, SMS, VoIP	2011-01-01	101-250	https://www.close.com	A CRM for startups and small businesses with built-in sales communication tools.
gjob	close	Biotechnology	2015-01-01	NULL	NULL	close
gt-auto	GT Auto	Automotive, Customer Service, Retail	2008-01-01	11-50	https://www.gtautonw.com	GT Auto is a pre-owned automotive dealership and service center.
rightclick-ai	RightClick.AI	Artificial Intelligence (AI), Digital Marketing, Information Technology, Machine Learning, SEO	NULL	NULL	https://rightclick.ai	RightClick.Ai offers machine learning, data labeling, application development, digital marketing, and SEO services.
immersive-media-labs	Immersive Media Labs	Advertising, Apps, iOS, Location Based Services, Mobile	2017-07-01	1-10	http://www.immersivemedialabs.com	Immersive Media Labs is a digital production studio located in San Francisco, California.
incedo-inc	Incedo Inc.	Analytics, Consulting, Financial Services, IT Management, Life Science, Software, Telecommunications	2012-01-01	1001-5000	http://www.incedoinc.com	Incedo is a New Jersey headquartered, digital, data analytics and technology services firm.
ninjacart	Ninjacart	AgTech, B2B, E-Commerce, Marketing, Sales, Supply Chain Management	2015-07-01	1001-5000	http://ninjacart.com/	Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.
mobileye-vision-technologies	Mobileye	Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning, Transportation	1999-01-01	1001-5000	https://www.mobileye.com	Mobileye is a mobility technology company that develops self-driving systems for autonomous public transportation.
omidyar-network	Omidyar Network	Enterprise Software, Financial Services, Venture Capital	2004-01-01	101-250	http://www.omidyar.com	Omidyar Network is an investment firm.
rad-biomed-accelerator	RAD BioMed Accelerator	NULL	1992-01-01	1-10	http://www.radbiomed.com	RAD BioMed Accelerator is a venture capital firm that funds life sciences companies based in Israel.
orson	orson	Artificial Intelligence (AI), Consulting	2021-06-01	1-10	https://orson.ai/	orson is a strategy and communication company.
idgb-capital	IDGB Capital	Advice, Financial Services, Venture Capital	1905-01-01	NULL	https://www.idgb.com/	IDGB Capital specializes in assisting the capital-raising process of equity along with renders advisory & financial services for start-ups.
greylock-partners-israel	83North	Consumer, Financial Services, Venture Capital	2006-06-30	11-50	http://www.83north.com	83North is a global venture capital firm with more than $1.8B million under management.
positivly	Positivly	Financial Services, FinTech, Personalization, Wealth Management	2019-09-01	11-50	http://www.positivly.com	The world's first financial personality test, matching people to investments and advice.
plentina	Plentina	Credit, Financial Services, FinTech, Lending, Machine Learning	2019-01-01	11-50	https://www.plentina.com/	Plentina builds an alternative credit score and application that provides store credit financing to buy essentials.
lithic-pay	Lithic	Consumer, Financial Services, FinTech, Payments	2014-01-01	51-100	https://lithic.com	Lithic is a financial technology startup that provides virtual cards and a card issuing platform for businesses and consumers.
takelessons-com	TakeLessons	EdTech, Education, Marketplace, Music, Software, Tutoring, Video, Video Streaming	2008-01-01	101-250	https://takelessons.com	Acquired by Microsoft (MSFT). TakeLessons is an ed-tech company with a robust, engaging learning platform afor lifelong learning.
hip-280d	Hip	Mobile Apps, Transportation, Travel	2018-01-01	11-50	https://ridehip.com/	Hip is an app-based commuting solution that takes the daily commute from stressful to stress-free.
trax-technologies	Trax Technologies	Business Intelligence, Logistics, Software, Supply Chain Management	1993-01-01	501-1000	https://www.traxtech.com	Trax is the global leader in Transportation Spend Management.
climber-hotel	Climber RMS	Analytics, Artificial Intelligence (AI), Hospitality, SaaS, Software	2015-03-01	11-50	http://climberrms.com	Climber is a Revenue Management Software for small hotel chains.
juniper-square	Juniper Square	Asset Management, Financial Services, FinTech, Venture Capital	2014-01-01	251-500	https://www.junipersquare.com	Juniper Square operates an investment management platform for commercial real estate, private equity, and venture capital companies.
gratyfi	Gratyfi	E-Commerce Platforms, Employee Benefits, FinTech, Gift Card, Human Resources, Marketplace, Micro Lending, Personal Finance, Risk Management, Shopping	2018-03-01	11-50	http://gratyfi.com	Fintech & E-commerce
daostack	DAOstack	Blockchain	2017-01-01	51-100	https://daostack.io	DAOstack is a complete operating system for decentralized coordination, built on the Ethereum blockchain.
epopée-gestion	Epopée Gestion	Funding Platform, Impact Investing, Venture Capital	2020-01-01	1-10	https://epopeegestion.fr/	Epopée Gestion is an investment firm that supports SME transitions, innovation and digital solutions, local real estate and mobility firms.
routier	Routier	Customer Service, Digital Marketing, Hospitality, Hotel, Travel	2014-01-01	11-50	https://www.routier.com	Routier provides hospitality entities with unparalleled AI Operations and Marketing solutions.
hyrecar	HyreCar	Automotive, Peer to Peer, Rental, Ride Sharing, Small and Medium Businesses	2014-01-01	51-100	https://www.hyrecar.com	HyreCar is a peer-to-peer car sharing marketplace that allows anyone to rent their cars to Uber and Lyft drivers safely and reliably.
workable-hr	Workable	Cloud Computing, Human Resources, Recruiting, SaaS, Software	2012-09-01	251-500	http://www.workable.com	Workable is an all-in-one HR platform for hiring and managing talent, offering a top-tier ATS and flexible HRIS for all HR needs.
splashdata	SplashData	Cyber Security, Security, Software	2000-01-01	11-50	http://www.splashdata.com	SplashData is a leading provider of password management and identity protection services for both consumers and businesses
orchestra-abab	Orchestra	Artificial Intelligence (AI), Big Data, Enterprise Resource Planning (ERP), Enterprise Software, Information Technology, Internet, Internet of Things, Machine Learning	2017-11-18	11-50	https://orchestrahq.com	Machine learning model deployment platform - deploy models as APIs in minutes
matchbook-ai	Matchbook AI	Information Technology, SaaS, Software	2018-08-20	11-50	https://www.matchbookai.com	Enterprise SaaS and Master Data Software
swishdata	SwishData	Consulting, Cyber Security, Information Technology, Service Industry	2006-01-01	11-50	https://swishdata.com/	SwishData Provides Cybersecurity And Data performance Services.
creatori-health	Creatori Health	Manufacturing, Medical, Medical Device, Retail	2004-01-01	11-50	http://www.creatorihealth.com	Creatori Health is a distributor of orthopedic implantable devices and disposable equipment and specializes in spinal implantable devices.
uptempo-vietnam	Uptempo Vietnam	Information Technology, Machine Learning, Software, Web Development	2022-06-01	11-50	http://www.uptempo-vn.com	Uptempo Vietnam is a global production powerhouse that specializes in localization, software development, data labeling, and BX marketing.
ridge-lane	Ridge-Lane	Advice, Financial Services	NULL	101-250	https://www.ridge-lane.com	Ridge-Lane is a strategic advisory and venture development firm.
gentwo	GenTwo	Cryptocurrency, Financial Services, FinTech	2018-01-01	51-100	https://www.gentwo.com/	Your white-label platform to create investment products for all assets.
cosmocom-inc	CosmoCom, Inc.	Customer Service, Messaging, Public Relations	1996-03-01	51-100	http://www.cosmocom.com	CosmoCom, Inc. operates an online contact center platform and provides private and public cloud contact center solutions.
